AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,4/3/2023,07:10:00AM,SO23-106700,PT,THEFT-PETIT,3200 Block of MCMULLEN BOOTH RD ,SAFETY HARBOR,33761
Sheriff,3/31/2023,09:43:00PM,SO23-104157,ADR,ASSAULT,13700 Block of AUDREY LN ,PINELLAS SO,33771
Sheriff,4/2/2023,08:44:00PM,SO23-106399,ARS,ARSON,100 Block of SHORE DR W ,OLDSMAR,34677
Clearwater PD,4/2/2023,09:50:00PM,CW23-50199,BAT,BATTERY,100 Block of WAVERLY WAY ,CLEARWATER,33756
Clearwater PD,4/14/2023,08:10:00PM,CW23-56598,LSAI,TRAFFIC ACCIDENT,S MARTIN LUTHER KING JR AVE & TURNER ST,CLEARWATER,33756
Clearwater PD,4/12/2023,11:00:00PM,CW23-55447,PT,THEFT-PETIT,500 Block of BAY AVE ,CLEARWATER,33756
Clearwater PD,4/11/2023,09:49:00AM,CW23-54668,TAWN,TRESPASS,1200 Block of CLEVELAND ST ,CLEARWATER,33755
Sheriff,4/10/2023,05:29:00PM,SO23-115498,BRGR,BURGLARY-RESIDENCE,4000 Block of 24TH ST N ,PINELLAS SO,33714
Clearwater PD,4/3/2023,09:50:00AM,CW23-50422,BAT,BATTERY,700 Block of S LINCOLN AVE ,CLEARWATER,33756
Sheriff,3/31/2023,06:40:00PM,SO23-103948,PTS,THEFT-SHOPLIFTING,3600 Block of E BAY DR ,LARGO,33771
Sheriff,4/3/2023,12:58:00AM,SO23-106594,MPA,MISSING PERSON,100 Block of PORTREE DR ,DUNEDIN,34698
Clearwater PD,4/3/2023,05:20:00AM,CW23-50432,BRGC,BURGLARY-VEHICLE,1200 Block of JASMINE WAY ,CLEARWATER,33756
Sheriff,4/11/2023,01:41:00PM,SO23-116577,PTS,THEFT-SHOPLIFTING,35400 Block of US HIGHWAY 19 N ,PINELLAS SO,34684
Sheriff,4/12/2023,04:36:00AM,SO23-117633,BRGS,BURGLARY-STRUCTURE,8700 Block of ULMERTON RD ,LARGO,33771
Sheriff,4/9/2023,09:45:00AM,SO23-113956,BAT,BATTERY,7600 Block of 113TH ST N ,SEMINOLE,33772
Belleair PD,4/12/2023,12:00:00AM,BE23-6631,BRGC,BURGLARY-VEHICLE,600 Block of GARDENIA ST ,BELLEAIR,33756
Sheriff,4/10/2023,09:00:00PM,SO23-115703,PT,THEFT-PETIT,3900 Block of ULMERTON RD ,PINELLAS SO,33762
Sheriff,4/13/2023,08:26:00PM,SO23-119422,MPJE,MISSING PERSON,5100 Block of 40TH ST N ,PINELLAS SO,33714
