AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,9/22/2023,07:14:00AM,SO23-310946,BRC,BURGLARY-RESIDENCE,5300 Block of 44TH AVE N ,PINELLAS SO,33709
Tarpon Springs PD,9/28/2023,05:20:00PM,TS23-28755,BRGC,BURGLARY-VEHICLE,1200 Block of GULF RD ,TARPON SPRINGS,34689
Clearwater PD,9/29/2023,04:11:00PM,CW23-143269,AB,BATTERY-AGGRAVATED,2500 Block of COUNTRYSIDE BLVD ,CLEARWATER,33761
Tarpon Springs PD,9/21/2023,07:38:00AM,TS23-27817,TAWN,TRESPASS,800 Block of E TARPON AVE ,TARPON SPRINGS,34689
Sheriff,9/24/2023,02:05:00AM,SO23-313060,BOL,BATTERY,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,9/27/2023,03:46:00AM,SO23-316901,BOL,BATTERY,PINELLAS COUNTY JAIL,PINELLAS SO,33760
Sheriff,9/20/2023,10:30:00PM,SO23-308554,BRGC,BURGLARY-VEHICLE,3600 Block of 51ST AVE N ,PINELLAS SO,33714
Sheriff,9/24/2023,04:56:00PM,SO23-313116,BBD,BATTERY ,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,9/21/2023,09:16:00PM,SO23-310617,TAWN,TRESPASS,11700 Block of SEMINOLE BLVD ,PINELLAS SO,33778
Tarpon Springs PD,9/22/2023,01:00:00AM,TS23-27981,GTA,STOLEN VEHICLE,1300 Block of CROSSBOW LN ,TARPON SPRINGS,34689
Clearwater PD,9/23/2023,04:39:00AM,CW23-140095,PT,THEFT-PETIT,22900 Block of US HIGHWAY 19 N ,CLEARWATER,33765
Clearwater PD,9/29/2023,03:00:00AM,CW23-143023,LSAP,TRAFFIC ACCIDENT,300 Block of S GULFVIEW BLVD ,CLEARWATER,33767
Sheriff,9/28/2023,12:00:00AM,SO23-318055,PT,THEFT-PETIT,16200 Block of US HIGHWAY 19 N ,PINELLAS SO,33764
Sheriff,9/26/2023,12:00:00AM,SO23-315835,SBR,BATTERY-SEXUAL,2800 Block of THAXTON DR ,PINELLAS SO,34684
