AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Clearwater PD,4/20/2022,03:00:00PM,CW22-55342,PT,THEFT-PETIT,800 Block of S MISSOURI AVE ,CLEARWATER,33756
Sheriff,4/15/2022,05:48:00AM,SO22-114428,RSVO,STOLEN VEHICLE - REC,3300 Block of 64TH AVE N ,PINELLAS SO,33702
Tarpon Springs PD,4/27/2022,07:00:00PM,TS22-11191,GTA,STOLEN VEHICLE,0 Block of W LIVE OAK ST ,TARPON SPRINGS,34689
Clearwater PD,4/28/2022,12:00:00PM,CW22-59146,PTS,THEFT-SHOPLIFTING,1500 Block of MCMULLEN BOOTH RD ,CLEARWATER,33759
Sheriff,4/28/2022,08:16:00PM,SO22-129077,SBR,BATTERY-SEXUAL,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,4/20/2022,08:42:00PM,SO22-120039,BOL,BATTERY,PINELLAS COUNTY JAIL,PINELLAS SO,33760
Clearwater PD,4/20/2022,03:40:00PM,CW22-55329,GT,THEFT-GRAND,23100 Block of US HIGHWAY 19 N ,CLEARWATER,33765
Sheriff,4/19/2022,12:00:00AM,SO22-119178,PT,THEFT-PETIT,2100 Block of RIDGE RD SW ,LARGO,33778
Sheriff,4/28/2022,03:50:00AM,SO22-128596,BRGC,BURGLARY-VEHICLE,0 Block of GULF BLVD ,INDIAN ROCKS BEACH,33785
Sheriff,4/28/2022,08:40:00PM,SO22-129020,BRGC,BURGLARY-VEHICLE,8900 Block of 91ST TER N ,PINELLAS SO,33777
Sheriff,4/26/2022,11:20:00PM,SO22-127407,GT,THEFT-GRAND,2800 Block of WOODHALL TER ,PINELLAS SO,34685
Sheriff,4/27/2022,11:50:00PM,SO22-128508,BAT,BATTERY,9100 Block of 79TH AVE N ,SEMINOLE,33777
Sheriff,4/27/2022,10:54:00AM,SO22-127869,MPJE,MISSING PERSON,2400 Block of FEATHER SOUND DR ,PINELLAS SO,33762
Clearwater PD,4/27/2022,11:55:00PM,CW22-58939,BAT,BATTERY,600 Block of ALDEN AVE ,CLEARWATER,33755
Sheriff,4/27/2022,09:30:00PM,SO22-127668,PTTB,THEFT-PETIT,16700 Block of GULF BLVD ,N REDINGTON BEACH,33708
Treasure Island PD,4/21/2022,06:00:00PM,TI22-7344,GTA,STOLEN VEHICLE,10300 Block of PARADISE BLVD ,TREASURE ISLAND,33706
Sheriff,4/28/2022,Unknown,SO22-129190,BBD,BATTERY ,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,4/28/2022,12:00:00AM,SO22-129206,PT,THEFT-PETIT,2000 Block of SCOTLAND DR ,PINELLAS SO,33763
Sheriff,4/28/2022,09:00:00AM,SO22-128974,PT,THEFT-PETIT,1100 Block of FRIENDLY LN ,DUNEDIN,34698
Clearwater PD,4/21/2022,06:30:00PM,CW22-55766,BRGR,BURGLARY-RESIDENCE,1300 Block of PARKWOOD ST ,CLEARWATER,33755
Clearwater PD,4/21/2022,02:20:00AM,CW22-55745,PTS,THEFT-SHOPLIFTING,1800 Block of N HIGHLAND AVE ,CLEARWATER,33755
Sheriff,4/20/2022,03:18:00PM,SO22-120420,RFF,WEAPON,8900 Block of 109TH TER N ,PINELLAS SO,33777
Gulfport PD,4/20/2022,09:30:00AM,GP22-6747,LSAP,TRAFFIC ACCIDENT,GULFPORT BLVD S & 52ND ST S,GULFPORT,33707
Sheriff,4/19/2022,07:00:00AM,SO22-119088,GTF,THEFT-GRAND,3400 Block of PRIMROSE WAY ,PINELLAS SO,34683
Sheriff,4/29/2022,11:00:00PM,SO22-129907,ABCO,BURGLARY-VEHICLE,700 Block of PINELLAS BAYWAY S, APT 104, ,PINELLAS SO,33715
Sheriff,4/28/2022,02:30:00PM,SO22-129223,SBR,BATTERY-SEXUAL,BELCHER RD & 75TH ST N,PINELLAS PARK,33777
Clearwater PD,4/28/2022,11:50:00AM,CW22-59137,ROBU,ROBBERY-UNARMED,1300 Block of CLEVELAND ST ,CLEARWATER,33755
Sheriff,4/17/2022,02:40:00PM,SO22-117081,BAT,BATTERY,14500 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,4/21/2022,05:22:00AM,SO22-120971,BRGR,BURGLARY-RESIDENCE,TAMPA RD & PINE AVE N,OLDSMAR,34677
Gulfport PD,4/28/2022,07:14:00PM,GP22-7238,BRGC,BURGLARY-VEHICLE,1800 Block of 60TH ST S ,GULFPORT,33707
Clearwater PD,4/16/2022,01:42:00AM,CW22-53066,LSAP,TRAFFIC ACCIDENT,S HIGHLAND AVE & BARRY RD,CLEARWATER,33756
Tarpon Springs PD,4/16/2022,08:27:00PM,TS22-10176,RSVO,STOLEN VEHICLE - REC,E OAKWOOD ST & S GROSSE AVE,TARPON SPRINGS,34689
Sheriff,4/16/2022,05:59:00PM,SO22-116055,PT,THEFT-PETIT,9000 Block of STARKEY RD ,PINELLAS SO,33777
Sheriff,4/17/2022,Unknown,SO22-117263,MPJU,MISSING PERSON,14400 Block of 49TH ST N ,PINELLAS SO,33762
Sheriff,4/16/2022,11:32:00PM,SO22-116303,PT,THEFT-PETIT,700 Block of E LAKE RD ,PINELLAS SO,34685
Gulfport PD,4/17/2022,10:00:00PM,GP22-6541,BRGC,BURGLARY-VEHICLE,5100 Block of 26TH AVE S ,GULFPORT,33707
Tarpon Springs PD,4/21/2022,02:00:00PM,TS22-10656,PT,THEFT-PETIT,1400 Block of BRIDGEWATER DR ,TARPON SPRINGS,34689
Tarpon Springs PD,4/22/2022,01:00:00AM,TS22-10717,BRGB,BURGLARY-BUSINESS,600 Block of N PINELLAS AVE ,TARPON SPRINGS,34689
Sheriff,4/16/2022,12:30:00AM,SO22-115407,FBPC,BATTERY,4200 Block of 49TH ST N ,PINELLAS SO,33709
Gulfport PD,4/17/2022,08:45:00PM,GP22-6538,BRGC,BURGLARY-VEHICLE,2200 Block of 57TH ST S ,GULFPORT,33707
Gulfport PD,4/22/2022,12:00:00AM,GP22-6838,BAT,BATTERY,5400 Block of SHORE BLVD S ,GULFPORT,33707
Sheriff,4/21/2022,09:00:00PM,SO22-121100,SBR,BATTERY-SEXUAL,14800 Block of 49TH ST N ,PINELLAS SO,33762
Clearwater PD,4/22/2022,06:45:00AM,CW22-56168,MPJU,MISSING PERSON,700 Block of S KEENE RD ,CLEARWATER,33756
Sheriff,4/21/2022,10:13:00PM,SO22-121898,TAWN,TRESPASS,14900 Block of GULF BLVD ,MADEIRA BEACH,33708
Sheriff,4/29/2022,11:00:00PM,SO22-129741,PT,THEFT-PETIT,33500 Block of US HIGHWAY 19 N ,PINELLAS SO,34684
Sheriff,4/29/2022,11:00:00PM,SO22-130075,BRGC,BURGLARY-VEHICLE,500 Block of PINELLAS BAYWAY S, ST PETERSBURG ,PINELLAS SO,33715
Sheriff,4/18/2022,07:18:00AM,SO22-117641,PT,THEFT-PETIT,5300 Block of 71ST ST N ,PINELLAS SO,33709
Sheriff,4/17/2022,01:51:00PM,SO22-116958,TOSG,TRESPASS,8400 Block of 131ST ST N ,PINELLAS SO,33776
Sheriff,4/17/2022,04:00:00PM,SO22-117185,BAT,BATTERY,0 Block of PATRICIA AVE ,DUNEDIN,34698
Sheriff,4/19/2022,01:32:00AM,SO22-118520,TAWN,TRESPASS,13500 Block of US HIGHWAY 19 N ,PINELLAS SO,33764
Sheriff,4/22/2022,01:55:00PM,SO22-122501,BRGC,BURGLARY-VEHICLE,5300 Block of 46TH ST N ,PINELLAS SO,33714
Clearwater PD,4/22/2022,01:04:00AM,CW22-56220,BRGC,BURGLARY-VEHICLE,800 Block of S DUNCAN AVE ,CLEARWATER,33756
Clearwater PD,4/29/2022,01:00:00PM,CW22-59823,MPJU,MISSING PERSON,2000 Block of N HIGHLAND AVE ,CLEARWATER,33755
Sheriff,4/19/2022,10:30:00PM,SO22-118621,BRGC,BURGLARY-VEHICLE,4400 Block of 57TH AVE N ,PINELLAS SO,33714
Sheriff,4/18/2022,08:26:00PM,SO22-118410,PTS,THEFT-SHOPLIFTING,35400 Block of US HIGHWAY 19 N ,PINELLAS SO,34684
Sheriff,4/19/2022,01:30:00AM,SO22-118801,PT,THEFT-PETIT,400 Block of 2ND ST ,INDIAN ROCKS BEACH,33785
Sheriff,4/19/2022,06:10:00AM,SO22-119152,PT,THEFT-PETIT,54TH AVE N & SEMINOLE BLVD,SEMINOLE,33772
