AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Treasure Island PD,10/5/2020,07:45:00PM,TI20-20082,PT,THEFT-PETIT,11200 Block of GULF BLVD ,TREASURE ISLAND,33706
Gulfport PD,10/6/2020,02:00:00PM,GP20-23223,BRGS,BURGLARY-STRUCTURE,2000 Block of 51ST ST S ,GULFPORT,33707
Sheriff,10/5/2020,11:30:00AM,SO20-279745,PT,THEFT-PETIT,2700 Block of GULF BLVD ,INDIAN ROCKS BEACH,33785
Sheriff,10/6/2020,03:30:00AM,SO20-280555,PT,THEFT-PETIT,1300 Block of SPALDING RD ,DUNEDIN,34698
Largo PD,10/6/2020,03:50:00PM,20008200,2670,TRESPASS,5000 Block of EAST BAY DR ,CLEARWATER,33764
Treasure Island PD,10/7/2020,10:30:00PM,TI20-20161,SBM,BATTERY-SEXUAL,12600 Block of GULF BLVD ,TREASURE ISLAND,33706
Pinellas Park PD,10/5/2020,06:11:00PM,202000061522,06A,THEFT-GRAND,8000 Block of US HIGHWAY 19  N ,PINELLAS PARK,33780
Clearwater PD,10/7/2020,12:00:00AM,CW20-133914,BRGR,BURGLARY-RESIDENCE,1400 Block of S PRESCOTT AVE ,CLEARWATER,33756
Clearwater PD,10/7/2020,06:40:00AM,CW20-133813,LSAP,TRAFFIC ACCIDENT,GULF TO BAY BLVD & S KEENE RD,CLEARWATER,33755
Largo PD,10/6/2020,04:05:00PM,20008203,0690,THEFT-PETIT,900 Block of N MISSOURI AVE ,LARGO,33770
Sheriff,10/7/2020,12:00:00PM,SO20-281604,GT,THEFT-GRAND,2100 Block of CYPRESS POINT DR N ,PINELLAS SO,33763
Clearwater PD,10/7/2020,12:49:00PM,SO20-281508,GTA,STOLEN VEHICLE,US HIGHWAY 19 N & DREW ST,CLEARWATER,33765
Sheriff,10/7/2020,09:55:00AM,SO20-281342,GTA,STOLEN VEHICLE,30300 Block of US HIGHWAY 19 N ,PINELLAS SO,33761
Sheriff,10/7/2020,11:26:00PM,SO20-282097,BAT,BATTERY,13600 Block of GULF BLVD ,MADEIRA BEACH,33708
Clearwater PD,10/8/2020,08:05:00PM,CW20-134539,MPJU,MISSING PERSON,1500 Block of ROSEMONT DR ,CLEARWATER,33755
Clearwater PD,10/8/2020,10:00:00AM,CW20-134338,BRGR,BURGLARY-RESIDENCE,2200 Block of S LAGOON CIR ,CLEARWATER,33765
Sheriff,10/9/2020,11:45:00PM,SO20-283212,MPJU,MISSING PERSON,8900 Block of 122ND AVE N ,PINELLAS SO,33773
Sheriff,10/8/2020,10:10:00PM,SO20-283149,BAT,BATTERY,13000 Block of GANDY BLVD N ,PINELLAS SO,33702
Largo PD,10/7/2020,12:45:00AM,20008220,0810,ASSAULT,1200 Block of SEMINOLE BLVD ,LARGO,33770
Clearwater PD,10/9/2020,02:30:00PM,CW20-134902,BRGC,BURGLARY-VEHICLE,1000 Block of GULF BLVD ,CLEARWATER,33767
Largo PD,10/3/2020,04:16:00PM,20008102,0810,ASSAULT,2100 Block of E EUCLID CIR ,CLEARWATER,33765
Sheriff,10/8/2020,08:49:00AM,SO20-282438,BAT,BATTERY,10400 Block of BLOSSOM LAKE DR ,SEMINOLE,33772
Sheriff,10/9/2020,12:45:00PM,SO20-283900,GTS,THEFT-SHOPLIFTING,10200 Block of SEMINOLE BLVD ,SEMINOLE,33778
Sheriff,10/9/2020,08:00:00PM,SO20-284010,BAT,BATTERY,8200 Block of PELICAN LN ,PINELLAS SO,33777
Sheriff,10/4/2020,01:30:00PM,SO20-278557,BCNE,BURGLARY-VEHICLE,2000 Block of HIGH RIDGE DR ,PINELLAS SO,33763
Clearwater PD,10/4/2020,06:00:00PM,CW20-132701,BRGR,BURGLARY-RESIDENCE,19100 Block of US HIGHWAY 19 N ,CLEARWATER,33764
Sheriff,10/4/2020,01:15:00PM,SO20-278415,MPJU,MISSING PERSON,8400 Block of ULMERTON RD ,PINELLAS SO,33771
Clearwater PD,10/4/2020,02:05:00PM,CW20-132739,MPA,MISSING PERSON,1200 Block of REYNOLDS AVE ,CLEARWATER,33756
Sheriff,10/3/2020,12:00:00AM,SO20-277604,PT,THEFT-PETIT,3700 Block of 136TH AVE N ,PINELLAS SO,33771
Largo PD,10/14/2020,01:22:00AM,20008447,4010,TRAFFIC ACCIDENT,S BELCHER RD/ULMERTON RD,LARGO,33770
Pinellas Park PD,10/14/2020,01:25:00AM,202000063530,05C,BURGLARY-VEHICLE,12100 Block of 72ND ST ,PINELLAS PARK,33780
Clearwater PD,10/4/2020,06:00:00PM,CW20-132872,PT,THEFT-PETIT,1300 Block of PINE ST ,CLEARWATER,33756
Clearwater PD,10/4/2020,07:30:00PM,CW20-132687,BRGC,BURGLARY-VEHICLE,19100 Block of US HIGHWAY 19 N ,CLEARWATER,33764
Sheriff,10/4/2020,10:30:00PM,SO20-278024,GTA,STOLEN VEHICLE,1700 Block of CLEARWATER HARBOR DR ,PINELLAS SO,33770
Largo PD,10/5/2020,03:00:00PM,20008158,0660,THEFT-PETIT,13300 Block of WALSINGHAM RD ,LARGO,33774
Clearwater PD,10/4/2020,09:30:00PM,CW20-132638,BRGC,BURGLARY-VEHICLE,25400 Block of US HIGHWAY 19 N ,CLEARWATER,33763
Sheriff,10/4/2020,05:00:00PM,SO20-278290,PT,THEFT-PETIT,2500 Block of 54TH AVE N ,PINELLAS SO,33714
Sheriff,10/3/2020,03:00:00PM,SO20-277727,PTTB,THEFT-PETIT,400 Block of 150TH AVE ,MADEIRA BEACH,33708
Sheriff,10/4/2020,12:00:00PM,SO20-278273,GTHN,THEFT-GRAND,200 Block of WHISPER LAKE RD ,PINELLAS SO,34683
Clearwater PD,10/4/2020,04:45:00PM,CW20-132791,BRGC,BURGLARY-VEHICLE,BARKSDALE CT & WINDING WOOD DR,CLEARWATER,33761
Sheriff,10/3/2020,08:30:00PM,SO20-277723,PT,THEFT-PETIT,13300 Block of SEMINOLE BLVD ,PINELLAS SO,33778
Sheriff,10/3/2020,10:03:00PM,SO20-277661,BAT,BATTERY,1900 Block of CHENANGO AVE ,PINELLAS SO,33755
Sheriff,10/4/2020,02:15:00AM,SO20-278327,GT,THEFT-GRAND,30800 Block of US HIGHWAY 19 N ,PINELLAS SO,34684
Clearwater PD,10/4/2020,12:01:00AM,CW20-132689,BRGR,BURGLARY-RESIDENCE,19300 Block of US HIGHWAY 19 N ,CLEARWATER,33764
Sheriff,10/4/2020,02:15:00AM,SO20-278327,GT,THEFT-GRAND,30800 Block of US HIGHWAY 19 N ,PINELLAS SO,34684
Sheriff,10/5/2020,12:30:00PM,SO20-279338,PFF,WEAPON,11100 Block of 66TH ST N ,PINELLAS SO,33773
Sheriff,10/5/2020,04:14:00PM,SO20-279590,BAT,BATTERY,1400 Block of MAIN ST ,DUNEDIN,34698
Sheriff,10/3/2020,10:00:00PM,SO20-277290,GTA,STOLEN VEHICLE,3700 Block of 45TH AVE N ,PINELLAS SO,33714
