AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Clearwater PD,6/12/2016,07:05:00 PM,CW16-84275,PT,THEFT-PETIT,00 Block of PAPAYA ST,CLEARWATER,33767
Largo PD,6/5/2016,01:40:00 AM,16006071,0510,BURGLARY-STRUCTURE,8000 Block of ULMERTON RD,LARGO,33770
Clearwater PD,6/6/2016,03:30:00 PM,CW16-81376,GTR,THEFT-GRAND,1200 Block of SEMINOLE ST,CLEARWATER,33755
Sheriff,6/14/2016,10:30:00 AM,SO16-239018,BBD,BATTERY ,14400 Block of 49TH ST N,PINELLAS SO,33762
Largo PD,5/31/2016,04:10:00 PM,16005922,0630,THEFT-SHOPLIFTING,800 Block of WEST BAY DR,LARGO,33770
Sheriff,6/10/2016,04:45:00 AM,SO16-233388,BCC,BURGLARY-BUSINESS,29700 Block of US HIGHWAY 19 N,PINELLAS SO,33761
Sheriff,5/31/2016,01:00:00 PM,SO16-219616,BRGC,BURGLARY-VEHICLE,6300 Block of 126TH AVE N,PINELLAS SO,33773
Sheriff,6/10/2016,12:23:00 PM,SO16-233799,BAT,BATTERY,1400 Block of ALT 19,DUNEDIN,34698
Sheriff,6/8/2016,Unknown,SO16-230765,GT,THEFT-GRAND,7000 Block of 70TH AVE N,PINELLAS SO,33781
Clearwater PD,5/31/2016,01:00:00 PM,CW16-78533,PTS,THEFT-SHOPLIFTING,27000 Block of US HIGHWAY 19 N,CLEARWATER,33761
Clearwater PD,6/10/2016,10:00:00 PM,CW16-83501,BAT,BATTERY,500 Block of PARK ST,CLEARWATER,33756
Sheriff,6/3/2016,12:30:00 AM,SO16-224279,BRGC,BURGLARY-VEHICLE,8100 Block of SOMERSET DR,PINELLAS SO,33773
Pinellas Park PD,6/4/2016,03:18:00 PM,201600043260,08B,BATTERY,3900 Block of PARK BLVD,PINELLAS PARK,null
Sheriff,6/14/2016,08:00:00 PM,SO16-239709,BAT,BATTERY,9000 Block of 94TH ST N,PINELLAS SO,33777
Clearwater PD,6/3/2016,02:30:00 AM,CW16-79835,BAT,BATTERY,1300 Block of CLEVELAND ST,CLEARWATER,33755
Sheriff,6/10/2016,04:41:00 PM,SO16-233871,GTTB,THEFT-GRAND,7800 Block of 113TH ST N,PINELLAS SO,33772
Clearwater PD,6/2/2016,10:30:00 PM,CW16-79519,BRGC,BURGLARY-VEHICLE,3100 Block of WOLFE RD,CLEARWATER,33759
Clearwater PD,6/3/2016,02:00:00 PM,CW16-79919,PT,THEFT-PETIT,DRUID RD & S MARTIN LUTHER KING JR AVE,CLEARWATER,33756
Sheriff,6/2/2016,06:00:00 PM,SO16-222527,GT,THEFT-GRAND,800 Block of KRISWELL CT,PINELLAS SO,34683
Clearwater PD,6/14/2016,05:00:00 PM,CW16-85313,BRGR,BURGLARY-RESIDENCE,1500 Block of S MARTIN LUTHER KING JR AVE,CLEARWATER,33756
Sheriff,6/12/2016,10:10:00 PM,SO16-236143,BRGR,BURGLARY-RESIDENCE,4200 Block of 72ND ST N,PINELLAS SO,33709
Clearwater PD,6/12/2016,01:27:00 AM,CW16-84007,PT,THEFT-PETIT,2000 Block of N HIGHLAND AVE,CLEARWATER,33755
Sheriff,6/14/2016,02:49:00 PM,SO16-239401,TW,TRESPASS,3400 Block of ULMERTON RD,PINELLAS SO,33762
Largo PD,6/7/2016,Unknown,16006159,0810,ASSAULT,null,LARGO,33771
Clearwater PD,6/1/2016,12:00:00 PM,CW16-79084,ABCO,BURGLARY-VEHICLE,S BETTY LN & WOODLAWN ST,CLEARWATER,33756
Largo PD,6/3/2016,03:45:00 PM,16006029,0630,THEFT-SHOPLIFTING,2600 Block of ROOSEVELT BLVD,CLEARWATER,33756
Sheriff,6/13/2016,02:00:00 PM,SO16-237786,GT,THEFT-GRAND,500 Block of STILL MEADOWS CIR W,PINELLAS SO,34683
Sheriff,6/3/2016,03:21:00 AM,SO16-224090,MPA,MISSING PERSON,9000 Block of BRYAN DAIRY RD,PINELLAS SO,33777
Sheriff,6/8/2016,02:00:00 AM,SO16-230205,BAT,BATTERY,2400 Block of MCMULLEN BOOTH RD,SAFETY HARBOR,33759
Sheriff,6/11/2016,09:16:00 PM,SO16-235208,GT,THEFT-GRAND,33400 Block of US HIGHWAY 19 N,PINELLAS SO,34684
Pinellas Park PD,6/9/2016,07:30:00 PM,201600044580,05C,BURGLARY-VEHICLE,66000 Block of THAMES RD,PINELLAS PARK,null
Clearwater PD,6/10/2016,06:30:00 PM,CW16-83468,BAT,BATTERY,1000 Block of OAKVIEW AVE,CLEARWATER,33756
Treasure Island PD,5/31/2016,08:35:00 PM,TI16-12843,BAT,BATTERY,11700 Block of GULF BLVD,TREASURE ISLAND,33706
Clearwater PD,6/13/2016,12:00:00 AM,CW16-84544,BRGR,BURGLARY-RESIDENCE,1100 Block of LASALLE ST,CLEARWATER,33755
Clearwater PD,6/2/2016,06:15:00 PM,CW16-81772,PT,THEFT-PETIT,00 Block of CAUSEWAY BLVD,CLEARWATER,33767
Sheriff,6/6/2016,02:24:00 AM,SO16-227423,LSAP,TRAFFIC ACCIDENT,1600 Block of ALT 19,DUNEDIN,34698
Largo PD,6/3/2016,09:57:00 AM,16006019,0810,ASSAULT,11100 Block of 131ST AVE N,LARGO,33778
Sheriff,6/9/2016,08:00:00 AM,SO16-232542,GT,THEFT-GRAND,3900 Block of TAMPA RD,OLDSMAR,34677
Treasure Island PD,6/8/2016,08:00:00 AM,TI16-11253,GT,THEFT-GRAND,12200 Block of SUN VISTA CT E,TREASURE ISLAND,33706
Sheriff,6/1/2016,09:00:00 PM,SO16-220682,GTA,STOLEN VEHICLE,3100 Block of 53RD AVE N,PINELLAS SO,33714
