AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,5/18/2017,07:00:00 PM,SO17-158862,GT,THEFT-GRAND,3900 Block of TAMPA RD,OLDSMAR,34677
Pinellas Park PD,5/29/2017,04:00:00 AM,201700041764,08B,BATTERY,6200 Block of 34TH ST,PINELLAS PARK,null
Largo PD,5/23/2017,10:30:00 AM,17005283,0510,BURGLARY-STRUCTURE,3200 Block of DRYER AVE,LARGO,33770
Largo PD,5/25/2017,10:53:00 PM,17005385,2670,TRESPASS,1400 Block of CLEARWATER LARGO RD N,LARGO,33770
Sheriff,5/21/2017,12:35:00 PM,SO17-162255,PT,THEFT-PETIT,9700 Block of 98TH ST N,PINELLAS SO,33777
Sheriff,5/27/2017,02:35:00 AM,SO17-169693,BAT,BATTERY,SOMERSET DR & STARKEY RD,PINELLAS SO,33773
Clearwater PD,5/15/2017,04:58:00 PM,CW17-69748,PTS,THEFT-SHOPLIFTING,1200 Block of S MISSOURI AVE,CLEARWATER,33756
Sheriff,5/29/2017,01:00:00 PM,SO17-172770,GT,THEFT-GRAND,7000 Block of 68TH ST N,PINELLAS SO,33781
Pinellas Park PD,5/20/2017,11:00:00 AM,201700039080,06B,THEFT-PETIT,4600 Block of 75TH AVE,PINELLAS PARK,null
Sheriff,5/29/2017,06:06:00 PM,SO17-173074,BAT,BATTERY,9500 Block of LYNN LN,PINELLAS SO,33777
Sheriff,5/27/2017,04:20:00 PM,SO17-170453,PT,THEFT-PETIT,15100 Block of GULF BLVD,MADEIRA BEACH,33708
Largo PD,5/30/2017,10:09:00 PM,17005532,0630,THEFT-SHOPLIFTING,400 Block of CLEARWATER LARGO RD N,LARGO,33770
Indian Shores PD,5/15/2017,Unknown,IS17-5883,PTS,THEFT-SHOPLIFTING,18100 Block of GULF BLVD,REDINGTON SHORES,33708
Largo PD,5/16/2017,02:05:00 AM,17004997,0680,THEFT-PETIT,6500 Block of 126TH AVE N,LARGO,33771
Sheriff,5/24/2017,09:00:00 PM,SO17-166766,ROBU,ROBBERY-UNARMED,7500 Block of 46TH AVE N,PINELLAS SO,33709
Largo PD,5/22/2017,11:30:00 PM,17005264,0810,ASSAULT,6500 Block of ULMERTON RD,LARGO,33771
Sheriff,5/30/2017,01:00:00 AM,SO17-173866,PTTB,THEFT-PETIT,14800 Block of 49TH ST N,PINELLAS SO,33765
Sheriff,5/24/2017,04:00:00 PM,SO17-166520,ROBA,ROBBERY-ARMED,1600 Block of S JEFFERSON AVE,PINELLAS SO,33756
Sheriff,5/26/2017,05:44:00 PM,SO17-169172,BAT,BATTERY,BEACH,PINELLAS SO,33705
Sheriff,5/25/2017,08:00:00 AM,SO17-167850,PT,THEFT-PETIT,11800 Block of 93RD WAY N,PINELLAS SO,33773
Clearwater PD,5/22/2017,06:00:00 PM,CW17-73062,PT,THEFT-PETIT,25300 Block of US HIGHWAY 19 N,CLEARWATER,33763
Gulfport PD,5/26/2017,12:12:00 AM,GP17-11504,RSVO,STOLEN VEHICLE - REC,2800 Block of 59TH ST S,GULFPORT,33707
Sheriff,5/16/2017,04:50:00 AM,SO17-155572,BRGC,BURGLARY-VEHICLE,8200 Block of 131ST WAY N,PINELLAS SO,33776
Pinellas Park PD,5/18/2017,06:30:00 PM,201700038568,08G,BATTERY,7000 Block of 65TH WAY,PINELLAS PARK,null
Sheriff,5/15/2017,12:00:00 PM,SO17-154712,PT,THEFT-PETIT,2400 Block of FRANCISCAN DR,PINELLAS SO,33763
Sheriff,5/22/2017,09:56:00 PM,SO17-164171,TAWN,TRESPASS,10400 Block of GANDY BLVD,PINELLAS SO,33702
Clearwater PD,5/27/2017,11:00:00 PM,CW17-76106,PT,THEFT-PETIT,400 Block of MANDALAY AVE,CLEARWATER,33767
Pinellas Park PD,5/20/2017,09:13:00 PM,201700039118,04B,BATTERY-AGGRAVATED,4900 Block of 93RD AVE,PINELLAS PARK,null
Clearwater PD,5/22/2017,10:50:00 PM,CW17-73322,ROBU,ROBBERY-UNARMED,1200 Block of PALMETTO ST,CLEARWATER,33755
Sheriff,5/24/2017,02:30:00 PM,SO17-165847,BRGC,BURGLARY-VEHICLE,2800 Block of 58TH PL N,PINELLAS SO,33714
Sheriff,5/20/2017,09:45:00 AM,SO17-161459,BRGR,BURGLARY-RESIDENCE,2800 Block of 42ND AVE N,PINELLAS SO,33714
Pinellas Park PD,5/28/2017,08:00:00 PM,201700041615,05C,BURGLARY-VEHICLE,5000 Block of 71ST AVE,PINELLAS PARK,null
Sheriff,5/21/2017,07:30:00 PM,SO17-162167,GTA,STOLEN VEHICLE,800 Block of MANOR DR S,DUNEDIN,34698
Sheriff,5/23/2017,12:30:00 PM,SO17-165103,BRGC,BURGLARY-VEHICLE,30500 Block of US HIGHWAY 19 N,PINELLAS SO,34684
Sheriff,5/18/2017,12:00:00 PM,SO17-158985,BRGR,BURGLARY-RESIDENCE,29200 Block of US HIGHWAY 19 N,PINELLAS SO,33761
Sheriff,5/18/2017,08:15:00 PM,SO17-159023,BAT,BATTERY,13500 Block of US HIGHWAY 19 N,PINELLAS SO,33764
Pinellas Park PD,5/17/2017,09:00:00 PM,201700038191,06B,THEFT-PETIT,7700 Block of 52ND ST,PINELLAS PARK,null
Clearwater PD,5/19/2017,02:30:00 AM,CW17-71551,GTA,STOLEN VEHICLE,1700 Block of SCOTT ST,CLEARWATER,33755
Sheriff,5/22/2017,08:30:00 PM,SO17-164014,BRGR,BURGLARY-RESIDENCE,600 Block of 6TH AVE N,SAFETY HARBOR,34695
Treasure Island PD,5/28/2017,04:44:00 PM,TI17-8668,TAWN,TRESPASS,12000 Block of GULF BLVD,TREASURE ISLAND,33706
Sheriff,5/30/2017,03:18:00 PM,SO17-174410,TAWN,TRESPASS,US HIGHWAY 19 N & EASTBAY DR,LARGO,null
Sheriff,5/19/2017,12:00:00 PM,SO17-159952,GT,THEFT-GRAND,31100 Block of US HIGHWAY 19 N,PINELLAS SO,34684
Largo PD,5/22/2017,03:30:00 PM,17005243,0690,THEFT-PETIT,6500 Block of 126TH AVE N,LARGO,33760
Sheriff,5/28/2017,06:53:00 PM,SO17-171739,TAWN,TRESPASS,15700 Block of US HIGHWAY 19 N,LARGO,33764
Gulfport PD,5/15/2017,02:30:00 PM,GP17-10795,BAT,BATTERY,5100 Block of NEWTON AVE S,GULFPORT,33707
Clearwater PD,5/19/2017,03:30:00 PM,CW17-71872,GT,THEFT-GRAND,27000 Block of US HIGHWAY 19 N,CLEARWATER,33761
Sheriff,5/17/2017,09:15:00 AM,SO17-157030,BRGC,BURGLARY-VEHICLE,7800 Block of BLIND PASS RD,ST PETE BEACH,33706
Pinellas Park PD,5/19/2017,05:30:00 AM,201700038793,05C,BURGLARY-VEHICLE,5700 Block of 79TH AVE,PINELLAS PARK,null
Clearwater PD,5/21/2017,02:00:00 PM,CW17-72703,PT,THEFT-PETIT,400 Block of N BELCHER RD,CLEARWATER,33765
Sheriff,5/19/2017,08:54:00 PM,SO17-160290,BOL,BATTERY,12000 Block of PARK BLVD N,PINELLAS SO,33772
Largo PD,5/26/2017,01:32:00 AM,17005389,0810,ASSAULT,400 Block of 4TH AVE NE,LARGO,33770
Sheriff,5/22/2017,07:20:00 PM,SO17-163295,BBD,BATTERY ,14400 Block of 49TH ST N,PINELLAS SO,33762
Sheriff,5/18/2017,05:00:00 PM,SO17-158877,BRGR,BURGLARY-RESIDENCE,300 Block of 7TH AVE N,PINELLAS SO,33715
Largo PD,5/15/2017,02:00:00 PM,17004984,0710,STOLEN VEHICLE,10600 Block of ULMERTON RD,LARGO,33770
Clearwater PD,5/23/2017,11:30:00 AM,CW17-74023,PT,THEFT-PETIT,00 Block of CAUSEWAY BLVD,CLEARWATER,33767
Clearwater PD,5/24/2017,06:00:00 AM,CW17-74294,BSNR,BURGLARY-RESIDENCE,1100 Block of OAKVIEW AVE,CLEARWATER,33756
Largo PD,5/19/2017,06:43:00 AM,17005124,0510,BURGLARY-STRUCTURE,1600 Block of S MARTIN LUTHER KING JR AVE,CLEARWATER,33756
Sheriff,5/16/2017,11:15:00 AM,SO17-155971,BRGR,BURGLARY-RESIDENCE,400 Block of LIMEWOOD AVE,DUNEDIN,34698
Clearwater PD,5/24/2017,02:04:00 AM,CW17-74006,BRGB,BURGLARY-BUSINESS,20000 Block of US HIGHWAY 19 N,CLEARWATER,33764
Sheriff,5/18/2017,09:01:00 PM,SO17-159056,BSNR,BURGLARY-RESIDENCE,13900 Block of WHISPERWOOD DR,PINELLAS SO,33762
Clearwater PD,5/29/2017,09:00:00 AM,CW17-77096,PT,THEFT-PETIT,2600 Block of GULF TO BAY BLVD,CLEARWATER,33759
