AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,1/8/2024,02:40:00AM,SO24-7823,BRGR,BURGLARY-RESIDENCE,2900 Block of WENDOVER TER ,PINELLAS SO,34685
Sheriff,1/2/2024,05:18:00PM,SO24-2755,PTS,THEFT-SHOPLIFTING,2500 Block of MCMULLEN BOOTH RD ,SAFETY HARBOR,33761
Sheriff,1/2/2024,05:00:00PM,SO24-2295,BRGC,BURGLARY-VEHICLE,4400 Block of ALT 19 ,PINELLAS SO,34683
Sheriff,1/1/2024,05:25:00AM,SO24-887,CMF,VANDAL/CRIM MISCH,3500 Block of SNOWY EGRET CT ,PINELLAS SO,34683
Sheriff,1/2/2024,10:00:00PM,SO24-2121,BRGR,BURGLARY-RESIDENCE,14500 Block of ANCHORAGE CIR ,PINELLAS SO,33776
Sheriff,1/2/2024,03:49:00PM,SO24-2675,B65,BATTERY ,4000 Block of 24TH ST N ,PINELLAS SO,33714
Clearwater PD,1/10/2024,07:00:00PM,CW24-5639,GTA,STOLEN VEHICLE,2900 Block of HILLCREEK CIR S ,CLEARWATER,33759
Clearwater PD,1/10/2024,01:00:00AM,CW24-5642,BRGC,BURGLARY-VEHICLE,2700 Block of SEVILLE BLVD ,CLEARWATER,33764
Tarpon Springs PD,1/10/2024,10:49:00AM,TS24-1282,GT,THEFT-GRAND,1000 Block of WIDEVIEW AVE ,TARPON SPRINGS,34689
Gulfport PD,1/6/2024,06:29:00AM,GP24-328,RSVO,STOLEN VEHICLE - REC,1500 Block of 53RD ST S ,GULFPORT,33707
Clearwater PD,1/2/2024,Unknown,CW24-1381,PTS,THEFT-SHOPLIFTING,600 Block of FORT HARRISON AVE ,CLEARWATER,
Sheriff,1/11/2024,02:09:00PM,SO24-11497,BAT,BATTERY,11000 Block of 72ND AVE N ,SEMINOLE,33772
Gulfport PD,1/11/2024,10:39:00AM,GP24-611,PT,THEFT-PETIT,5100 Block of GULFPORT BLVD S ,GULFPORT,33707
Sheriff,1/11/2024,04:00:00PM,SO24-11289,BRGB,BURGLARY-BUSINESS,8800 Block of 66TH CT N ,PINELLAS PARK,33782
Sheriff,1/2/2024,01:00:00AM,SO24-1986,ROBU,ROBBERY-UNARMED,5800 Block of 150TH AVE N ,PINELLAS SO,33760
Clearwater PD,1/3/2024,01:00:00AM,CW24-1656,BRGB,BURGLARY-BUSINESS,2600 Block of GULF TO BAY BLVD ,CLEARWATER,33759
Kenneth City PD,1/1/2024,10:31:00PM,KC24-420,BAT,BATTERY,4200 Block of 66TH ST N ,KENNETH CITY,33709
Clearwater PD,1/3/2024,07:00:00AM,CW24-1764,CM,VANDAL/CRIM MISCH,400 Block of S CORONA AVE ,CLEARWATER,33765
Treasure Island PD,1/3/2024,04:00:00AM,TI24-314,BRGB,BURGLARY-BUSINESS,9600 Block of GULF BLVD ,TREASURE ISLAND,33706
Clearwater PD,12/31/2023,11:30:00PM,CW24-491,TAWN,TRESPASS,2100 Block of GULF TO BAY BLVD ,CLEARWATER,33765
Sheriff,1/3/2024,11:00:00AM,SO24-3751,MPJU,MISSING PERSON,2300 Block of LORENA LN ,PINELLAS SO,33765
Sheriff,1/3/2024,06:00:00PM,SO24-3280,BRGC,BURGLARY-VEHICLE,2400 Block of CYPRESS POND RD ,PINELLAS SO,34683
Sheriff,1/3/2024,03:21:00PM,SO24-3725,B65,BATTERY ,PINELLAS COUNTY JAIL,PINELLAS SO,
Sheriff,1/3/2024,03:09:00PM,SO24-3665,MPJU,MISSING PERSON,100 Block of ST IVES DR ,PINELLAS SO,34684
Sheriff,1/3/2024,11:00:00AM,SO24-3640,PTS,THEFT-SHOPLIFTING,4800 Block of PARK ST N ,SEMINOLE,33709
Sheriff,1/3/2024,10:00:00PM,SO24-3260,BRGC,BURGLARY-VEHICLE,2400 Block of CYPRESS POND RD ,PINELLAS SO,34683
