AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,12/8/2021,02:55:00PM,SO21-349384,BRGR,BURGLARY-RESIDENCE,2300 Block of GROVE VALLEY AVE ,PINELLAS SO,34683
Clearwater PD,12/8/2021,05:30:00PM,CW21-152891,GT,THEFT-GRAND,2300 Block of GULF TO BAY BLVD ,CLEARWATER,33765
Sheriff,12/8/2021,08:32:00AM,SO21-348904,IEF,WEAPON,PARK ST N & BAY PINES BLVD,PINELLAS SO,33709
Sheriff,12/8/2021,03:02:00PM,SO21-349397,TAWN,TRESPASS,7700 Block of 113TH ST N ,SEMINOLE,33772
Sheriff,12/9/2021,08:43:00AM,SO21-350068,GTR,THEFT-GRAND,1600 Block of ARNOLD LN ,DUNEDIN,34698
Sheriff,12/10/2021,07:28:00PM,SO21-351712,DOF,WEAPON,E LAKE RD & FORELOCK RD,PINELLAS SO,34688
Sheriff,12/10/2021,10:12:00AM,SO21-351293,PT,THEFT-PETIT,9000 Block of BAYWOOD PARK DR ,SEMINOLE,33777
Sheriff,12/9/2021,07:19:00PM,SO21-350712,GTS,THEFT-SHOPLIFTING,35400 Block of US HIGHWAY 19 N ,PINELLAS SO,34684
Tarpon Springs PD,12/5/2021,02:31:00PM,TS21-31530,RSVO,STOLEN VEHICLE - REC,400 Block of E LIME ST ,TARPON SPRINGS,34689
Sheriff,12/5/2021,06:46:00PM,SO21-346211,PTS,THEFT-SHOPLIFTING,1800 Block of 62ND AVE N ,PINELLAS SO,33702
Clearwater PD,12/10/2021,05:25:00PM,CW21-154227,AB,BATTERY-AGGRAVATED,300 Block of GULFVIEW BLVD ,CLEARWATER,
Sheriff,12/11/2021,02:00:00PM,SO21-352572,PT,THEFT-PETIT,600 Block of TOM STUART CSWY ,MADEIRA BEACH,33708
Sheriff,12/10/2021,07:12:00PM,SO21-351743,AB,BATTERY-AGGRAVATED,3600 Block of MERIDEN AVE ,OLDSMAR,34677
Clearwater PD,12/10/2021,11:00:00PM,CW21-154394,BRGC,BURGLARY-VEHICLE,1500 Block of GENTRY ST ,CLEARWATER,33755
Tarpon Springs PD,12/5/2021,08:00:00AM,TS21-31520,BRGC,BURGLARY-VEHICLE,100 Block of E BOYER ST ,TARPON SPRINGS,34689
Clearwater PD,12/10/2021,10:00:00PM,CW21-154265,BRGC,BURGLARY-VEHICLE,300 Block of S HIGHLAND AVE ,CLEARWATER,33755
Sheriff,12/9/2021,06:53:00PM,SO21-350733,PTS,THEFT-SHOPLIFTING,900 Block of E LAKE RD ,PINELLAS SO,34685
Clearwater PD,12/11/2021,07:00:00PM,CW21-154519,BRGC,BURGLARY-VEHICLE,1300 Block of RIDGE AVE ,CLEARWATER,33755
Clearwater PD,12/11/2021,03:00:00PM,CW21-154603,BRGC,BURGLARY-VEHICLE,1600 Block of GENTRY ST ,CLEARWATER,33755
Clearwater PD,12/10/2021,07:15:00PM,CW21-154318,BRGC,BURGLARY-VEHICLE,1500 Block of MCMULLEN BOOTH RD ,CLEARWATER,33759
Sheriff,12/11/2021,12:20:00PM,SO21-352415,LSWU,TRAFFIC ACCIDENT,14600 Block of GULF BLVD ,MADEIRA BEACH,33708
Gulfport PD,12/11/2021,07:00:00PM,GP21-22722,BRC,BURGLARY-RESIDENCE,600 Block of 54TH LN S ,GULFPORT,33707
Pinellas Park PD,12/5/2021,07:00:00PM,202100071487,08B,BATTERY,4600 Block of 72ND AVE ,PINELLAS PARK,33780
Sheriff,12/12/2021,10:00:00AM,SO21-352891,MPJU,MISSING PERSON,1500 Block of SEAGULL DR ,PINELLAS SO,34685
Clearwater PD,12/13/2021,05:20:00PM,CW21-155591,PTS,THEFT-SHOPLIFTING,2600 Block of GULF TO BAY BLVD ,CLEARWATER,33759
Sheriff,12/13/2021,04:30:00AM,SO21-354408,BBD,BATTERY ,14400 Block of 49TH ST N ,PINELLAS SO,33762
Tarpon Springs PD,12/2/2021,09:43:00PM,TS21-31291,BAT,BATTERY,200 Block of E TARPON AVE ,TARPON SPRINGS,34689
Tarpon Springs PD,12/12/2021,10:03:00AM,TS21-32138,RSVO,STOLEN VEHICLE - REC,40400 Block of US HIGHWAY 19 N ,TARPON SPRINGS,34689
Pinellas Park PD,12/8/2021,12:00:00PM,202100072007,06B,THEFT-PETIT,6400 Block of 118TH AVE ,PINELLAS PARK,33780
Pinellas Park PD,12/11/2021,12:40:00AM,202100072666,08B,BATTERY,6500 Block of PARK BLVD ,PINELLAS PARK,33780
Sheriff,12/13/2021,10:00:00PM,SO21-354249,BBD,BATTERY ,14400 Block of 49TH ST N ,PINELLAS SO,33762
Pinellas Park PD,12/11/2021,12:00:00PM,202180000473,06B,THEFT-PETIT,8800 Block of US HIGHWAY 19  N ,PINELLAS PARK,33780
Sheriff,12/13/2021,12:44:00AM,SO21-354000,BAT,BATTERY,4000 Block of TAMPA RD ,OLDSMAR,34677
Clearwater PD,12/13/2021,09:10:00AM,CW21-155395,MPJU,MISSING PERSON,2200 Block of NE COACHMAN RD ,CLEARWATER,33765
Pinellas Park PD,12/9/2021,06:48:00AM,202100072255,08B,BATTERY,9400 Block of 49TH ST ,PINELLAS PARK,33780
Clearwater PD,12/13/2021,11:30:00AM,CW21-155459,A,ASSAULT,2600 Block of COUNTRYSIDE BLVD ,CLEARWATER,33761
Clearwater PD,12/12/2021,06:00:00PM,CW21-155026,BRGC,BURGLARY-VEHICLE,CAUSEWAY BLVD,CLEARWATER,33767
Pinellas Park PD,12/8/2021,04:03:00PM,202180000466,06B,THEFT-PETIT,10400 Block of 66TH ST ,PINELLAS PARK,33780
Sheriff,12/12/2021,09:11:00PM,SO21-353868,SBF,BATTERY-SEXUAL,3800 Block of TAMPA RD ,OLDSMAR,34677
Sheriff,12/13/2021,05:00:00AM,SO21-354089,BEMP,BATTERY,3200 Block of MCMULLEN BOOTH RD ,SAFETY HARBOR,33761
Treasure Island PD,12/13/2021,08:00:00AM,TI21-25851,GT,THEFT-GRAND,200 Block of 120TH AVE W ,TREASURE ISLAND,33706
Clearwater PD,12/12/2021,10:04:00PM,CW21-155255,MPJU,MISSING PERSON,1800 Block of GULF TO BAY BLVD ,CLEARWATER,33765
Sheriff,12/14/2021,10:00:00PM,SO21-355622,BRGC,BURGLARY-VEHICLE,12400 Block of 82ND TER N ,PINELLAS SO,33772
Sheriff,12/13/2021,02:10:00PM,SO21-354653,BRC,BURGLARY-RESIDENCE,8200 Block of 40TH AVE N ,ST PETERSBURG,33709
Sheriff,12/14/2021,12:10:00AM,SO21-355094,AB,BATTERY-AGGRAVATED,3000 Block of 58TH AVE N ,PINELLAS SO,33714
Sheriff,12/14/2021,06:00:00PM,SO21-355924,FRHV,STOLEN VEHICLE,10400 Block of SEMINOLE BLVD ,PINELLAS SO,33778
