AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,2/6/2024,07:31:00AM,SO24-38945,CMF,VANDAL/CRIM MISCH,13200 Block of 120TH LN N ,PINELLAS SO,33778
Sheriff,2/5/2024,12:00:00AM,SO24-38407,CMF,VANDAL/CRIM MISCH,3000 Block of PARK LN ,PINELLAS SO,34698
Kenneth City PD,2/14/2024,09:36:00PM,KC24-6979,TSC,TRESPASS,4000 Block of 55TH WAY N ,KENNETH CITY,33709
Clearwater PD,2/6/2024,02:00:00PM,CW24-20631,MPA,MISSING PERSON,1400 Block of GULF TO BAY BLVD ,CLEARWATER,33755
Sheriff,2/6/2024,12:30:00PM,SO24-39542,GT,THEFT-GRAND,9300 Block of 98TH ST N ,PINELLAS SO,33777
Sheriff,2/5/2024,11:55:00PM,SO24-38752,BCNE,BURGLARY-VEHICLE,2000 Block of CHESAPEAKE CT ,OLDSMAR,34677
Sheriff,2/5/2024,06:00:00PM,SO24-38153,BRGS,BURGLARY-STRUCTURE,5700 Block of HAINES RD ,PINELLAS SO,33714
Clearwater PD,1/31/2024,10:00:00AM,CW24-17317,LSAP,TRAFFIC ACCIDENT,MANDALAY AVE & BAYMONT ST,CLEARWATER,33767
Sheriff,1/31/2024,12:00:00AM,SO24-32924,PT,THEFT-PETIT,1800 Block of 62ND AVE N ,PINELLAS SO,33702
Sheriff,1/31/2024,08:23:00PM,SO24-33172,PTS,THEFT-SHOPLIFTING,12900 Block of VILLAGE BLVD ,MADEIRA BEACH,33708
Clearwater PD,2/6/2024,02:03:00AM,CW24-20680,BHSP,BATTERY,300 Block of PINELLAS ST ,CLEARWATER,33756
Sheriff,2/5/2024,11:55:00PM,SO24-38764,BRGC,BURGLARY-VEHICLE,2000 Block of CHESAPEAKE CT ,OLDSMAR,34677
Tarpon Springs PD,2/12/2024,11:45:00AM,TS24-5078,TOSG,TRESPASS,1400 Block of GULF RD ,TARPON SPRINGS,34689
Clearwater PD,2/6/2024,04:30:00AM,CW24-20643,SBR,BATTERY-SEXUAL,900 Block of 1/2 ELDRIDGE ST ,CLEARWATER,33756
Sheriff,2/5/2024,06:33:00PM,SO24-38531,LSAP,TRAFFIC ACCIDENT,10200 Block of BAY PINES BLVD ,SEMINOLE,33708
Sheriff,2/6/2024,07:31:00AM,SO24-38945,CMF,VANDAL/CRIM MISCH,13200 Block of 120TH LN N ,PINELLAS SO,33778
Gulfport PD,1/31/2024,02:45:00PM,GP24-1757,TAWN,TRESPASS,2400 Block of 53RD ST S ,GULFPORT,33707
Sheriff,2/4/2024,09:37:00PM,SO24-37413,TAWN,TRESPASS,300 Block of DOUGLAS AVE ,DUNEDIN,34698
Sheriff,2/8/2024,04:35:00PM,SO24-41920,PT,THEFT-PETIT,1000 Block of PASADENA AVE S ,SOUTH PASADENA,33707
Sheriff,2/8/2024,10:30:00AM,SO24-41768,TOSG,TRESPASS,1900 Block of OMAHA ST ,PINELLAS SO,34683
Sheriff,2/1/2024,01:24:00AM,SO24-33446,TAWN,TRESPASS,8400 Block of ULMERTON RD ,PINELLAS SO,33771
Clearwater PD,2/1/2024,03:20:00PM,CW24-17991,PTS,THEFT-SHOPLIFTING,200 Block of ISLAND WAY ,CLEARWATER,33767
Sheriff,2/6/2024,05:04:00PM,SO24-39592,MPA,MISSING PERSON,3500 Block of 53RD AVE N ,PINELLAS SO,33714
Sheriff,2/7/2024,09:15:00AM,SO24-40377,BAT,BATTERY,1800 Block of TAMPA RD ,PINELLAS SO,34683
