AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Gulfport PD,12/8/2022,Unknown,GP22-19932,TFP6,THEFT-PETIT,2900 Block of 59TH ST S ,GULFPORT,33707
Sheriff,12/7/2022,07:24:00PM,SO22-386468,LSAP,TRAFFIC ACCIDENT,16TH ST S & 9TH AVE S,ST PETERSBURG,33705
Clearwater PD,12/9/2022,Unknown,CW22-174958,MPJU,MISSING PERSON,500 Block of CASLER AVE ,CLEARWATER,33755
Kenneth City PD,12/9/2022,06:50:00AM,KC22-51099,AB,BATTERY-AGGRAVATED,4600 Block of 66TH ST N ,KENNETH CITY,33709
Clearwater PD,12/9/2022,10:00:00PM,CW22-174755,BRGC,BURGLARY-VEHICLE,1200 Block of MCMULLEN BOOTH RD ,CLEARWATER,33759
Sheriff,12/9/2022,12:00:00AM,SO22-387929,PT,THEFT-PETIT,6500 Block of 99TH WAY N ,SEMINOLE,33708
Gulfport PD,12/5/2022,05:55:00PM,GP22-19808,BAT,BATTERY,6300 Block of 9TH AVE S ,GULFPORT,33707
Sheriff,12/8/2022,03:00:00PM,SO22-387775,GTA,STOLEN VEHICLE,100 Block of 145TH AVE ,MADEIRA BEACH,33708
Sheriff,12/8/2022,03:00:00PM,SO22-387843,BAT,BATTERY,5200 Block of 140TH AVE N ,PINELLAS SO,33762
Clearwater PD,12/9/2022,11:30:00AM,CW22-174867,BRGC,BURGLARY-VEHICLE,400 Block of S GULFVIEW BLVD ,CLEARWATER,33767
Clearwater PD,12/9/2022,01:30:00AM,CW22-174709,ABCO,BURGLARY-VEHICLE,1200 Block of MCMULLEN BOOTH RD ,CLEARWATER,33759
Sheriff,12/8/2022,06:53:00PM,SO22-387550,BRGC,BURGLARY-VEHICLE,400 Block of ALLENS RIDGE DR W ,PINELLAS SO,34683
Sheriff,12/9/2022,10:00:00AM,SO22-388223,TAWN,TRESPASS,400 Block of 2ND ST ,INDIAN ROCKS BEACH,33785
Sheriff,12/9/2022,01:17:00AM,SO22-387914,BRGR,BURGLARY-RESIDENCE,900 Block of HIGHLANDS BLVD ,PINELLAS SO,34684
Sheriff,12/9/2022,01:38:00PM,SO22-388510,GTF,THEFT-GRAND,0 Block of PELICAN DR S ,OLDSMAR,34677
