AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,12/20/2016,10:44:00 PM,SO16-492094,LSAI,TRAFFIC ACCIDENT,11TH AVE S & 49TH ST S,ST PETERSBURG,33707
Pinellas Park PD,12/19/2016,07:25:00 AM,201600095219,05D,TRESPASS,7800 Block of US HIGHWAY 19 N,PINELLAS PARK,null
Tarpon Springs PD,12/18/2016,07:55:00 PM,TS16-38967,GT,THEFT-GRAND,41200 Block of US HIGHWAY 19 N,TARPON SPRINGS,34689
Clearwater PD,12/17/2016,10:00:00 AM,CW16-175061,ABCO,BURGLARY-VEHICLE,1200 Block of S MISSOURI AVE,CLEARWATER,33756
Tarpon Springs PD,12/20/2016,12:00:00 AM,TS16-39153,BRGR,BURGLARY-RESIDENCE,1500 Block of STARLIGHT COVE,TARPON SPRINGS,34689
Sheriff,12/15/2016,06:45:00 PM,SO16-486885,BRGC,BURGLARY-VEHICLE,5800 Block of GULF BLVD,ST PETE BEACH,33706
Sheriff,12/20/2016,12:01:00 AM,SO16-491178,BRGR,BURGLARY-RESIDENCE,1800 Block of WEATHERSTONE DR,SAFETY HARBOR,34695
Sheriff,12/26/2016,02:48:00 PM,SO16-497194,BAT,BATTERY,7500 Block of 46TH AVE N,PINELLAS SO,33709
Sheriff,12/25/2016,08:00:00 PM,SO16-495920,BRGC,BURGLARY-VEHICLE,1700 Block of AMBERLEA DR S,DUNEDIN,34698
Sheriff,12/16/2016,09:00:00 PM,SO16-487688,BRGC,BURGLARY-VEHICLE,11400 Block of HARBORSIDE CIR N,PINELLAS SO,33773
Sheriff,12/19/2016,06:00:00 PM,SO16-490154,BRGC,BURGLARY-VEHICLE,300 Block of COUNTRY CLUB DR,OLDSMAR,34677
Pinellas Park PD,12/18/2016,12:00:00 AM,201600094999,05C,BURGLARY-VEHICLE,6700 Block of 77TH AVE,PINELLAS PARK,null
