AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,11/27/2019,09:40:00 AM,SO19-382024,BAT,BATTERY,7400 Block of SUN ISLAND DR S,SOUTH PASADENA,33707
Sheriff,11/24/2019,12:00:00 AM,SO19-378367,BRGR,BURGLARY-RESIDENCE,900 Block of SUTTON PL,PINELLAS SO,34684
Sheriff,11/18/2019,12:30:00 PM,SO19-372053,PTS,THEFT-SHOPLIFTING,33300 Block of US HIGHWAY 19 N,PINELLAS SO,34684
Clearwater PD,11/16/2019,05:00:00 PM,CW19-175555,BRGR,BURGLARY-RESIDENCE,600 Block of FAIRWOOD AVE,CLEARWATER,33759
Clearwater PD,11/28/2019,06:00:00 AM,CW19-181641,BRGC,BURGLARY-VEHICLE,2500 Block of NE COACHMAN RD,CLEARWATER,33765
Sheriff,11/16/2019,09:42:00 AM,SO19-369596,BRGB,BURGLARY-BUSINESS,2400 Block of MCMULLEN BOOTH RD,SAFETY HARBOR,33759
Treasure Island PD,11/18/2019,09:15:00 AM,TI19-19822,GTR,THEFT-GRAND,11500 Block of GULF BLVD,TREASURE ISLAND,33706
Sheriff,11/20/2019,08:30:00 PM,SO19-374052,BRGC,BURGLARY-VEHICLE,12100 Block of PARK BLVD N,PINELLAS SO,33772
Sheriff,11/29/2019,04:16:00 PM,SO19-384154,BRGS,BURGLARY-STRUCTURE,2200 Block of BELLEAIR RD,PINELLAS SO,33764
Sheriff,11/24/2019,09:49:00 AM,SO19-378426,PTS,THEFT-SHOPLIFTING,10200 Block of BAY PINES BLVD,SEMINOLE,33708
Sheriff,11/17/2019,04:30:00 PM,SO19-370695,PT,THEFT-PETIT,2400 Block of AUSTRALIA WAY E,PINELLAS SO,33763
Sheriff,11/23/2019,09:00:00 PM,SO19-377522,BRC,BURGLARY-RESIDENCE,1300 Block of PASADENA AVE S,SOUTH PASADENA,33707
Sheriff,11/21/2019,08:00:00 PM,SO19-375346,BRGC,BURGLARY-VEHICLE,700 Block of GLENGARY LN,PINELLAS SO,34683
Sheriff,11/28/2019,08:48:00 PM,SO19-383415,BRC,BURGLARY-RESIDENCE,6200 Block of 51ST AVE N,PINELLAS SO,33709
Largo PD,11/26/2019,03:57:00 PM,19011753,0630,THEFT-SHOPLIFTING,null,LARGO,33770
Sheriff,11/19/2019,07:00:00 PM,SO19-373761,GT,THEFT-GRAND,2400 Block of GULF BLVD,INDIAN ROCKS BEACH,33785
Sheriff,11/25/2019,03:01:00 PM,SO19-379690,BBD,BATTERY ,COUNTY JAIL,PINELLAS SO,33760
