AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,7/27/2019,01:05:00 PM,SO19-237447,PT,THEFT-PETIT,6800 Block of GULFPORT BLVD S,SOUTH PASADENA,33707
Sheriff,7/16/2019,08:00:00 PM,SO19-224980,BAT,BATTERY,1800 Block of MAIN ST,DUNEDIN,34698
Clearwater PD,7/25/2019,01:00:00 PM,CW19-113726,GTS,THEFT-SHOPLIFTING,26500 Block of US HIGHWAY 19 N,CLEARWATER,33761
Sheriff,7/25/2019,12:19:00 PM,SO19-235131,GT,THEFT-GRAND,9500 Block of BLIND PASS RD,ST PETE BEACH,33706
Sheriff,7/18/2019,07:54:00 PM,SO19-227439,BRGR,BURGLARY-RESIDENCE,10800 Block of 50TH AVE N,PINELLAS SO,33708
Treasure Island PD,7/21/2019,02:45:00 AM,TI19-12302,TAWN,TRESPASS,10400 Block of GULF BLVD,TREASURE ISLAND,33706
Clearwater PD,7/21/2019,02:00:00 PM,CW19-111599,PT,THEFT-PETIT,1700 Block of N FT HARRISON AVE,CLEARWATER,33755
Sheriff,7/27/2019,05:24:00 PM,SO19-237813,PTS,THEFT-SHOPLIFTING,4600 Block of PARK ST N,SEMINOLE,33709
Clearwater PD,7/20/2019,06:55:00 PM,CW19-111360,BEMP,BATTERY,LANDMARK DR & STATE RD 580,CLEARWATER,33761
Sheriff,7/26/2019,07:50:00 PM,SO19-236836,GTA,STOLEN VEHICLE,12300 Block of 106TH ST N,PINELLAS SO,33773
Pinellas Park PD,7/22/2019,08:14:00 AM,201900058258,08B,BATTERY,5100 Block of 87TH AVE,PINELLAS PARK,null
Clearwater PD,7/25/2019,03:00:00 PM,CW19-113631,BRGC,BURGLARY-VEHICLE,24200 Block of US HIGHWAY 19 N,CLEARWATER,33763
Largo PD,7/24/2019,05:01:00 PM,19007386,0630,THEFT-SHOPLIFTING,null,LARGO,33771
Kenneth City PD,7/18/2019,02:15:00 PM,KC19-33680,BAT,BATTERY,4200 Block of 66TH ST N,KENNETH CITY,33709
Clearwater PD,7/25/2019,08:00:00 AM,CW19-113651,GT,THEFT-GRAND,1500 Block of TIOGA AVE,CLEARWATER,33756
Tarpon Springs PD,7/18/2019,02:45:00 PM,TS19-17617,BAT,BATTERY,500 Block of DODECANESE BLVD,TARPON SPRINGS,34689
Kenneth City PD,7/20/2019,12:00:00 AM,KC19-33889,A,ASSAULT,4200 Block of 66TH ST N,KENNETH CITY,33709
Sheriff,7/28/2019,06:00:00 PM,SO19-238460,BRGR,BURGLARY-RESIDENCE,5600 Block of 35TH WAY N,PINELLAS SO,33714
Treasure Island PD,7/25/2019,12:33:00 AM,TI19-12521,TSC,TRESPASS,10700 Block of GULF BLVD,TREASURE ISLAND,33706
Tarpon Springs PD,7/22/2019,09:28:00 PM,TS19-17951,PTS,THEFT-SHOPLIFTING,00 Block of S WALTON AVE,TARPON SPRINGS,34689
Sheriff,7/18/2019,04:30:00 AM,SO19-226933,ABCO,BURGLARY-VEHICLE,6000 Block of GULFPORT BLVD S,GULFPORT,33707
Treasure Island PD,7/17/2019,12:00:00 PM,TI19-12067,BRGC,BURGLARY-VEHICLE,11200 Block of 8TH ST E,TREASURE ISLAND,33706
Sheriff,7/22/2019,05:45:00 AM,SO19-231035,TAWN,TRESPASS,10200 Block of BAY PINES BLVD,SEMINOLE,33708
Sheriff,7/26/2019,04:13:00 AM,SO19-236471,BRC,BURGLARY-RESIDENCE,13200 Block of 113TH AVE N,PINELLAS SO,33774
