AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,3/16/2018,11:23:00 PM,SO18-80353,ARS,ARSON,30700 Block of US HIGHWAY 19 N,PINELLAS SO,34684
Sheriff,3/24/2018,09:57:00 PM,SO18-88943,TBE,THEFT-PETIT,100 Block of BOARDWALK PL,MADEIRA BEACH,33708
Clearwater PD,3/16/2018,05:41:00 PM,CW18-40338,PT,THEFT-PETIT,00 Block of CAUSEWAY BLVD,CLEARWATER,33767
Sheriff,3/22/2018,05:40:00 PM,SO18-86619,BRC,BURGLARY-RESIDENCE,5500 Block of 35TH WAY N,PINELLAS SO,33714
Treasure Island PD,3/20/2018,12:00:00 PM,TI18-5022,PT,THEFT-PETIT,10200 Block of TARPON DR,TREASURE ISLAND,33706
Treasure Island PD,3/19/2018,12:00:00 PM,TI18-4954,PT,THEFT-PETIT,200 Block of 107TH AVE,TREASURE ISLAND,33706
Sheriff,3/16/2018,08:00:00 AM,SO18-79817,GTR,THEFT-GRAND,13800 Block of BARBADOS DR,PINELLAS SO,33776
Clearwater PD,3/28/2018,02:45:00 PM,CW18-47133,PT,THEFT-PETIT,1900 Block of GILBERT ST,CLEARWATER,33765
Largo PD,3/20/2018,12:00:00 PM,18002938,0690,THEFT-PETIT,1600 Block of CLEARWATER LARGO RD N,CLEARWATER,33756
Sheriff,3/15/2018,05:30:00 PM,SO18-79017,PT,THEFT-PETIT,900 Block of PATRICIA AVE,DUNEDIN,34698
Tarpon Springs PD,3/21/2018,12:00:00 PM,TS18-8181,PT,THEFT-PETIT,100 Block of E TARPON AVE,TARPON SPRINGS,34689
Sheriff,3/18/2018,01:56:00 PM,SO18-81897,GTA,STOLEN VEHICLE,10400 Block of SEMINOLE BLVD,PINELLAS SO,33778
Pinellas Park PD,3/30/2018,03:36:00 AM,201800023766,06B,THEFT-PETIT,9200 Block of 54TH WAY,PINELLAS PARK,null
Clearwater PD,3/18/2018,03:25:00 PM,CW18-41335,PT,THEFT-PETIT,S KEENE RD & GULF TO BAY BLVD,CLEARWATER,33755
Clearwater PD,3/24/2018,10:00:00 PM,CW18-45021,BAT,BATTERY,3100 Block of EAGLES LANDING CIR W,CLEARWATER,33761
Belleair PD,3/25/2018,07:00:00 PM,BE18-5150,GTA,STOLEN VEHICLE,300 Block of CARL AVE,BELLEAIR,33756
Sheriff,3/16/2018,09:00:00 PM,SO18-79711,BRGR,BURGLARY-RESIDENCE,1400 Block of N PAULA DR,DUNEDIN,34698
Clearwater PD,3/15/2018,03:00:00 PM,CW18-39533,PT,THEFT-PETIT,27000 Block of US HIGHWAY 19 N,CLEARWATER,33761
