AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,12/11/2019,07:10:00 PM,SO19-398546,PTS,THEFT-SHOPLIFTING,13000 Block of WALSINGHAM RD,PINELLAS SO,33774
Pinellas Park PD,12/12/2019,12:56:00 PM,201900094639,06B,THEFT-PETIT,6900 Block of US HIGHWAY 19 N,PINELLAS PARK,null
Sheriff,11/30/2019,04:45:00 PM,SO19-385161,PT,THEFT-PETIT,100 Block of MARGIE ST,PINELLAS SO,34683
Sheriff,12/2/2019,11:11:00 AM,SO19-387081,PT,THEFT-PETIT,10500 Block of GANDY BLVD,PINELLAS SO,33702
Sheriff,12/4/2019,10:22:00 AM,SO19-389508,BRGR,BURGLARY-RESIDENCE,12300 Block of SEMINOLE BLVD,PINELLAS SO,33778
Gulfport PD,12/1/2019,02:00:00 PM,GP19-25990,GTR,THEFT-GRAND,2300 Block of PREMIER DR S,GULFPORT,33707
Clearwater PD,12/7/2019,08:30:00 PM,CW19-186407,PTS,THEFT-SHOPLIFTING,23100 Block of US HIGHWAY 19 N,CLEARWATER,33765
Tarpon Springs PD,12/12/2019,09:55:00 PM,TS19-29741,BAT,BATTERY,800 Block of E CYPRESS ST,TARPON SPRINGS,34689
Sheriff,12/3/2019,08:00:00 PM,SO19-388194,BRGC,BURGLARY-VEHICLE,11200 Block of 102ND AVE N,PINELLAS SO,33778
Pinellas Park PD,11/30/2019,10:37:00 AM,201900092077,08B,BATTERY,7700 Block of 61ST ST,PINELLAS PARK,null
Largo PD,12/3/2019,02:30:00 AM,19011933,2670,TRESPASS,null,LARGO,33770
Sheriff,12/10/2019,08:00:00 AM,SO19-396528,BRGC,BURGLARY-VEHICLE,11000 Block of VILLAGE GREEN AVE,PINELLAS SO,33772
Sheriff,12/5/2019,09:04:00 PM,SO19-391435,BAT,BATTERY,4900 Block of 48TH AVE N,PINELLAS SO,33709
Clearwater PD,12/6/2019,02:01:00 PM,CW19-185655,PTS,THEFT-SHOPLIFTING,23100 Block of US HIGHWAY 19 N,CLEARWATER,33765
Clearwater PD,12/8/2019,04:30:00 PM,CW19-186694,BRGC,BURGLARY-VEHICLE,2000 Block of SUNSET POINT RD,CLEARWATER,33765
Pinellas Park PD,12/7/2019,09:45:00 AM,201900093447,05N,TRESPASS,7500 Block of 49TH ST,PINELLAS PARK,null
Clearwater PD,12/7/2019,12:00:00 AM,CW19-186455,BAT,BATTERY,DEVON DR & CORONADO DR,CLEARWATER,33767
Sheriff,12/13/2019,03:13:00 PM,SO19-400526,PTS,THEFT-SHOPLIFTING,3400 Block of TAMPA RD,PINELLAS SO,34684
Pinellas Park PD,12/9/2019,08:11:00 PM,201900094005,08B,BATTERY,6900 Block of 49TH ST,PINELLAS PARK,null
Clearwater PD,12/14/2019,05:00:00 PM,CW19-189612,PT,THEFT-PETIT,1400 Block of FAIRMONT ST,CLEARWATER,33755
Sheriff,12/6/2019,06:05:00 PM,SO19-392340,LSAP,TRAFFIC ACCIDENT,ALT 19 & SAN CHRISTOPHER DR,DUNEDIN,34698
Clearwater PD,12/6/2019,12:01:00 AM,CW19-185571,PTPP,THEFT-PETIT,400 Block of MANDALAY AVE,CLEARWATER,33767
Tarpon Springs PD,12/6/2019,08:00:00 AM,TS19-29133,BRGR,BURGLARY-RESIDENCE,1000 Block of LAKE AVOCA PL,TARPON SPRINGS,34689
Sheriff,12/14/2019,12:00:00 PM,SO19-401310,AB,BATTERY-AGGRAVATED,1500 Block of SATSUMA ST,PINELLAS SO,33756
Sheriff,12/10/2019,03:04:00 PM,SO19-396844,PT,THEFT-PETIT,13500 Block of US HIGHWAY 19 N,PINELLAS SO,33764
Clearwater PD,12/14/2019,11:47:00 PM,CW19-189828,SBR,BATTERY-SEXUAL,3000 Block of COUNTRYSIDE BLVD,CLEARWATER,33761
Clearwater PD,12/3/2019,06:30:00 PM,CW19-184104,PT,THEFT-PETIT,1000 Block of N MARTIN LUTHER KING JR AVE,CLEARWATER,33755
Sheriff,12/9/2019,12:00:00 AM,SO19-395285,ABR,BURGLARY-RESIDENCE,1300 Block of PRESERVATION WAY,PINELLAS SO,34677
Largo PD,12/3/2019,12:00:00 AM,19011955,0810,ASSAULT,null,LARGO,33770
Pinellas Park PD,12/14/2019,01:15:00 PM,201900095125,06B,THEFT-PETIT,3900 Block of PARK BLVD,PINELLAS PARK,null
Clearwater PD,12/5/2019,03:00:00PM,CW19-185130,GTA,STOLEN VEHICLE,800 Block of N KEENE RD ,CLEARWATER,33755
Sheriff,12/10/2019,12:00:00 AM,SO19-396742,PT,THEFT-PETIT,1300 Block of WEBER DR,PINELLAS SO,33764
Clearwater PD,12/10/2019,06:06:00 PM,CW19-187813,TAWN,TRESPASS,1200 Block of CLEVELAND ST,CLEARWATER,33755
Sheriff,12/10/2019,10:37:00 AM,SO19-396540,BRGC,BURGLARY-VEHICLE,10800 Block of PARK BLVD N,SEMINOLE,33772
Sheriff,12/1/2019,03:02:00 AM,SO19-385451,BAT,BATTERY,2500 Block of 52ND AVE N,PINELLAS SO,33714
Sheriff,12/10/2019,08:00:00 PM,SO19-397290,PT,THEFT-PETIT,3700 Block of TAMPA RD,OLDSMAR,34677
Clearwater PD,12/3/2019,12:01:00 AM,CW19-184015,SBM,BATTERY-SEXUAL,00 Block of PATRICIA AVE,DUNEDIN,34698
Sheriff,12/5/2019,05:00:00 PM,SO19-390995,BRGC,BURGLARY-VEHICLE,200 Block of WOODETTE DR,TARPON SPRINGS,34698
Sheriff,12/2/2019,09:45:00 AM,SO19-387404,BRGR,BURGLARY-RESIDENCE,8100 Block of 91ST TERR N,PINELLAS SO,33777
Sheriff,12/8/2019,01:49:00 AM,SO19-394207,BRGS,BURGLARY-STRUCTURE,2400 Block of 46TH AVE N,PINELLAS SO,33714
Sheriff,12/2/2019,09:00:00 AM,SO19-386892,PT,THEFT-PETIT,9500 Block of BAY PINES BLVD,PINELLAS SO,33708
Largo PD,12/13/2019,09:17:00 PM,19012351,0690,THEFT-PETIT,null,LARGO,33770
Largo PD,12/11/2019,12:00:00 AM,19012244,0510,BURGLARY-STRUCTURE,null,LARGO,33774
Largo PD,12/10/2019,06:00:00 AM,19012203,0690,THEFT-PETIT,null,LARGO,33770
Gulfport PD,12/12/2019,02:50:00 PM,GP19-26822,BAT,BATTERY,5700 Block of 12TH AVE S,GULFPORT,33707
Clearwater PD,12/3/2019,11:00:00 PM,CW19-183741,SBR,BATTERY-SEXUAL,800 Block of WOODLAWN ST,CLEARWATER,33756
Sheriff,12/4/2019,03:00:00 AM,SO19-389352,FBPC,BATTERY,4400 Block of 49TH ST N,PINELLAS SO,33709
Sheriff,12/5/2019,09:30:00 PM,SO19-390516,BRGR,BURGLARY-RESIDENCE,3100 Block of 49TH AVE N,PINELLAS SO,33714
Sheriff,12/8/2019,03:30:00 PM,SO19-393601,BRGB,BURGLARY-BUSINESS,3900 Block of TAMPA RD,OLDSMAR,34677
Clearwater PD,12/8/2019,02:30:00 AM,CW19-186797,SBR,BATTERY-SEXUAL,1500 Block of GULF TO BAY BLVD,CLEARWATER,33755
Sheriff,12/12/2019,04:59:00 AM,SO19-398887,PT,THEFT-PETIT,4000 Block of 49TH ST N,PINELLAS SO,33709
Sheriff,12/11/2019,05:30:00 PM,SO19-398179,BRGS,BURGLARY-STRUCTURE,4000 Block of TAMPA RD,OLDSMAR,34677
Sheriff,12/4/2019,05:00:00 PM,SO19-390090,PT,THEFT-PETIT,13300 Block of SEMINOLE BLVD,LARGO,33778
Kenneth City PD,12/9/2019,07:30:00 PM,KC19-50016,BAT,BATTERY,4200 Block of 66TH ST N,KENNETH CITY,33709
Sheriff,12/8/2019,06:00:00 PM,SO19-393993,GT,THEFT-GRAND,1700 Block of WOOD HAVEN ST,PINELLAS SO,34689
Pinellas Park PD,12/14/2019,07:30:00 AM,201500094151,06B,THEFT-PETIT,6200 Block of 71ST AVE,PINELLAS PARK,null
Largo PD,12/2/2019,07:30:00 AM,19011926,0510,BURGLARY-STRUCTURE,null,LARGO,33770
Sheriff,12/12/2019,07:30:00 AM,SO19-399350,PT,THEFT-PETIT,14200 Block of 49TH ST N,PINELLAS SO,33762
Clearwater PD,12/5/2019,07:37:00 PM,CW19-185337,PTS,THEFT-SHOPLIFTING,2700 Block of GULF TO BAY BLVD,CLEARWATER,33759
Clearwater PD,12/13/2019,06:00:00 AM,CW19-189141,GTA,STOLEN VEHICLE,1400 Block of OTTEN ST,CLEARWATER,33755
Sheriff,12/12/2019,12:56:00 PM,SO19-399305,PTS,THEFT-SHOPLIFTING,6800 Block of GULFPORT BLVD S,SOUTH PASADENA,33707
PCPO,12/11/2019,10:42:00 AM,PS19-5883,BAT,BATTERY,4900 Block of 28TH ST N,PINELLAS SO,33714
Clearwater PD,12/5/2019,08:44:00 PM,CW19-185306,BAT,BATTERY,1500 Block of S WASHINGTON AVE,CLEARWATER,33756
Pinellas Park PD,12/2/2019,06:30:00 PM,201900092529,06B,THEFT-PETIT,7100 Block of US HIGHWAY 19 N,PINELLAS PARK,null
Sheriff,12/7/2019,06:31:00 PM,SO19-393298,BAT,BATTERY,3800 Block of 55TH AVE N,PINELLAS SO,33714
Sheriff,12/1/2019,08:42:00 PM,SO19-386389,BSC,BURGLARY-STRUCTURE,6200 Block of 51ST AVE N,PINELLAS SO,33709
Clearwater PD,12/8/2019,09:55:00PM,CW19-188602,BRGC,BURGLARY-VEHICLE,1200 Block of SANTA ROSA ST ,CLEARWATER,33756
Kenneth City PD,12/10/2019,Unknown,KC19-50142,GTA,STOLEN VEHICLE,6000 Block of 45TH AVE N,KENNETH CITY,33709
Tarpon Springs PD,12/6/2019,12:00:00 AM,TS19-29140,RFF,WEAPON,40000 Block of US HIGHWAY 19 N,TARPON SPRINGS,34689
Sheriff,12/11/2019,07:30:00 AM,SO19-397628,TAWN,TRESPASS,MAIN ST & PATRICIA AVE,DUNEDIN,34698
Sheriff,12/3/2019,07:29:00 PM,SO19-388768,BAT,BATTERY,2600 Block of GROVE PARK AVE N,PINELLAS SO,33714
Sheriff,12/14/2019,08:00:00 PM,SO19-401366,GT,THEFT-GRAND,400 Block of HARBOR DR S,INDIAN ROCKS BEACH,33785
Sheriff,12/13/2019,12:00:00 AM,SO19-400197,MPA,MISSING PERSON,1000 Block of VIRGINIA ST,DUNEDIN,34698
Tarpon Springs PD,12/11/2019,01:00:00 AM,TS19-29626,IEF,WEAPON,300 Block of E TARPON AVE,TARPON SPRINGS,34689
Pinellas Park PD,12/14/2019,01:30:00 AM,201500094044,03D,ROBBERY-UNARMED,4900 Block of 91ST AVE,PINELLAS PARK,null
Sheriff,12/10/2019,11:00:00 PM,SO19-396433,BRGC,BURGLARY-VEHICLE,9600 Block of TEMPLE AVE,SEMINOLE,33772
Clearwater PD,12/5/2019,12:00:00 AM,CW19-185241,GTR,THEFT-GRAND,300 Block of S LINCOLN AVE,CLEARWATER,33756
Sheriff,12/5/2019,12:20:00 PM,SO19-390918,GTA,STOLEN VEHICLE,13600 Block of GULF BLVD,MADEIRA BEACH,33708
Tarpon Springs PD,12/1/2019,10:41:00 AM,TS19-28621,PTS,THEFT-SHOPLIFTING,600 Block of S PINELLAS AVE,TARPON SPRINGS,34689
Sheriff,12/8/2019,05:15:00 PM,SO19-394379,PT,THEFT-PETIT,100 Block of 2ND ST N,SAFETY HARBOR,34695
Clearwater PD,11/30/2019,08:00:00 PM,CW19-182412,GTA,STOLEN VEHICLE,1100 Block of N PINE ST,CLEARWATER,33756
Kenneth City PD,12/14/2019,10:09:00 AM,KC19-50550,BRGC,BURGLARY-VEHICLE,6400 Block of 46TH AVE N,KENNETH CITY,33709
Sheriff,12/13/2019,04:46:00 AM,SO19-400108,LSAP,TRAFFIC ACCIDENT,800 Block of BELTREES ST,DUNEDIN,34698
Sheriff,12/8/2019,07:49:00 PM,SO19-394472,MPA,MISSING PERSON,300 Block of SCOTT CT,PINELLAS SO,34684
Sheriff,12/2/2019,08:36:00 PM,SO19-387634,PT,THEFT-PETIT,2500 Block of GROVE PARK AVE N,PINELLAS SO,33714
Gulfport PD,12/9/2019,08:00:00 AM,GP19-26589,PT,THEFT-PETIT,6000 Block of SHORE BLVD S,GULFPORT,33707
Sheriff,12/11/2019,12:52:00 PM,SO19-398070,TAWN,TRESPASS,9500 Block of BAY PINES BLVD,PINELLAS SO,33708
Clearwater PD,12/12/2019,01:00:00 PM,CW19-188818,PTTB,THEFT-PETIT,100 Block of S BELCHER RD,CLEARWATER,33765
Clearwater PD,11/30/2019,04:00:00 AM,CW19-182349,PTS,THEFT-SHOPLIFTING,23100 Block of US HIGHWAY 19 N,CLEARWATER,33765
Pinellas Park PD,12/11/2019,02:23:00 PM,201900094403,05C,BURGLARY-VEHICLE,6400 Block of 82ND AVE,PINELLAS PARK,null
Sheriff,12/8/2019,10:09:00 PM,SO19-394571,GTA,STOLEN VEHICLE,4000 Block of 66TH ST N,PINELLAS SO,33709
