AGENCY_ID, REPORT_DATE, OFFENSE_START_TIME, REPORT_KEY, REPORT_CODE, CATEGORY, BLOCK_ADDRESS, CITY, ZIP
Sheriff,12/22/2023,11:44:00AM,SO23-406086,B65,BATTERY ,600 Block of KINGSMILL CT ,PINELLAS SO,34677
Treasure Island PD,12/23/2023,02:45:00AM,TI23-31159,BAT,BATTERY,200 Block of 107TH AVE ,TREASURE ISLAND,33706
Sheriff,12/22/2023,03:32:00AM,SO23-405857,BAT,BATTERY,500 Block of DOUGLAS AVE ,DUNEDIN,34698
Clearwater PD,12/22/2023,12:00:00AM,CW23-190168,TBE,THEFT-PETIT,1800 Block of N HIGHLAND AVE ,CLEARWATER,33755
Sheriff,12/23/2023,01:46:00AM,SO23-406619,BAT,BATTERY,15000 Block of MADEIRA WAY ,MADEIRA BEACH,33708
Sheriff,12/23/2023,01:37:00PM,SO23-406854,PT,THEFT-PETIT,8200 Block of BAY PINES BLVD ,SEMINOLE,33709
Sheriff,12/23/2023,12:00:00AM,SO23-406661,PT,THEFT-PETIT,2700 Block of BAYSHORE BLVD ,DUNEDIN,34698
Sheriff,12/23/2023,01:46:00AM,SO23-406618,BAT,BATTERY,15000 Block of MADEIRA WAY ,MADEIRA BEACH,33708
Sheriff,12/23/2023,10:33:00PM,SO23-407067,BRGC,BURGLARY-VEHICLE,100 Block of E LAKE CLUB DR ,OLDSMAR,34677
Clearwater PD,12/24/2023,04:53:00PM,CW23-191098,BAT,BATTERY,400 Block of MANDALAY AVE ,CLEARWATER,33767
Sheriff,12/22/2023,02:54:00PM,SO23-406231,PTS,THEFT-SHOPLIFTING,2500 Block of STATE ROAD 580 ,PINELLAS SO,33761
Clearwater PD,12/23/2023,03:00:00AM,CW23-190624,MPJU,MISSING PERSON,1100 Block of CLEVELAND ST ,CLEARWATER,33755
Sheriff,12/24/2023,07:00:00PM,SO23-407208,BRGC,BURGLARY-VEHICLE,700 Block of WESTMINSTER BLVD ,OLDSMAR,34677
Clearwater PD,12/26/2023,01:32:00PM,CW23-192117,B65,BATTERY ,2700 Block of DREW ST ,CLEARWATER,33759
Sheriff,12/24/2023,12:00:00AM,SO23-407116,GTF,THEFT-GRAND,2300 Block of TAHITIAN LN ,PINELLAS SO,33763
Sheriff,12/24/2023,12:30:00PM,SO23-407142,MPJU,MISSING PERSON,14200 Block of ROOSEVELT BLVD ,PINELLAS SO,33762
Sheriff,12/22/2023,01:00:00PM,SO23-405939,BRGC,BURGLARY-VEHICLE,5400 Block of PALI WAY ,PINELLAS SO,33706
Sheriff,12/24/2023,10:32:00PM,SO23-407300,BRGC,BURGLARY-VEHICLE,900 Block of E LAKE CLUB DR ,OLDSMAR,34677
Sheriff,12/25/2023,12:00:00AM,SO23-408471,PT,THEFT-PETIT,9800 Block of PORTSIDE DR ,PINELLAS SO,33776
